District,Scheme,Mukim,tx_count,primary,mukim_rank
Bagan Datuk,TMN MELINTANG RIA,Pekan Simpang Empat,1,True,1
Bagan Datuk,TMN MELINTANG UTAMA,Teluk Baru,1,True,1
Bagan Datuk,TMN MEWAH SPG 4,Hutan Melintang,2,True,1
Bagan Datuk,TMN RASA SAYANG,Hutan Melintang,5,True,1
Bagan Datuk,TMN SEJAHTERA,Hutan Melintang,2,True,1
Bagan Datuk,TMN SELASIH,Hutan Melintang,6,True,1
Bagan Datuk,TMN SELASIH RIA,Pekan Simpang Empat,4,True,1
Bagan Datuk,TMN SEMESTI,Teluk Baru,1,True,1
Bagan Datuk,TMN SEMESTI SELESA,Hutan Melintang,35,True,1
Bagan Datuk,"TMN SERI ISKANDAR, H. MELINTANG",Hutan Melintang,14,True,1
Bagan Datuk,TMN SG SUMUN,Hutan Melintang,2,True,1
Bagan Datuk,TMN SG TIANG,Rungkup,7,True,1
Bagan Datuk,TMN SRI BERNAM,Hutan Melintang,4,True,1
Bagan Datuk,TMN SRI INTAN,Hutan Melintang,2,True,1
Bagan Datuk,TMN SRI INTAN II,Hutan Melintang,13,True,1
Bagan Datuk,TMN SRI INTAN III,Hutan Melintang,17,True,1
Bagan Datuk,TMN SRI ISHAQ,Hutan Melintang,4,True,1
Bagan Datuk,TMN SRI MELINTANG,Hutan Melintang,4,True,1
Bagan Datuk,TMN SRI PERAK,Hutan Melintang,1,True,1
Bagan Datuk,TMN VILLAMAS,Bagan Datuk,8,True,1
Bagan Datuk,TMN WAWASAN,Hutan Melintang,23,True,1
Bahagian Betong,CHUI SIEW PARK,Bahagian Betong,1,True,1
Bahagian Betong,KAMPUNG DEBAK LAUT,Bahagian Betong,1,True,1
Bahagian Betong,KAMPUNG MELANGO,Bahagian Betong,1,True,1
Bahagian Betong,KAMPUNG SPAOH,Bahagian Betong,2,True,1
Bahagian Betong,"Kampung KABONG, KABONG",Bahagian Betong,1,True,1
Bahagian Betong,"Kampung LALANG, DEBAK",Bahagian Betong,1,True,1
Bahagian Betong,MEI LING GARDEN,Bahagian Betong,1,True,1
Bahagian Betong,"OFF JALAN DEBAK, DEBAK",Bahagian Betong,1,True,1
Bahagian Betong,"PASAR MISKIN, BETONG",Bahagian Betong,1,True,1
Bahagian Betong,PECAHAN LOT 278,Bahagian Betong,1,True,1
Bahagian Betong,ROYAL AVENUE,Bahagian Betong,7,True,1
Bahagian Betong,RPR BETONG/TMN KENANGA INDAH,Bahagian Betong,17,True,1
Bahagian Betong,TAMAN DESA DAMAI,Bahagian Betong,4,True,1
Bahagian Betong,TAMAN ENTANAK,Bahagian Betong,1,True,1
Bahagian Betong,TAMAN GOODLAND,Bahagian Betong,2,True,1
Bahagian Betong,TAMAN INDAH @ SARATOK,Bahagian Betong,1,True,1
Bahagian Betong,TAMAN KENANGA INDAH,Bahagian Betong,4,True,1
Bahagian Betong,TAMAN KHO TECK KIM,Bahagian Betong,1,True,1
Bahagian Betong,TAMAN LILY,Bahagian Betong,4,True,1
Bahagian Betong,TAMAN MALONG HEIGHT,Bahagian Betong,4,True,1
Bahagian Betong,"TAMAN MEGA, SARATOK",Bahagian Betong,1,True,1
Bahagian Betong,TAMAN MELATI 6,Bahagian Betong,1,True,1
Bahagian Betong,TAMAN MENG HUI,Bahagian Betong,2,True,1
Bahagian Betong,TAMAN MEWAH,Bahagian Betong,2,True,1
Bahagian Betong,TAMAN MINIATA,Bahagian Betong,3,True,1
Bahagian Betong,TAMAN MUHIBAH,Bahagian Betong,10,True,1
Bahagian Betong,TAMAN PAYA UDAK,Bahagian Betong,1,True,1
Bahagian Betong,TAMAN RATUS MELATI,Bahagian Betong,3,True,1
Bahagian Betong,TAMAN SATRIA,Bahagian Betong,3,True,1
Bahagian Betong,TAMAN SEMUMOK,Bahagian Betong,1,True,1
Bahagian Betong,TAMAN SEROJA INDAH,Bahagian Betong,3,True,1
Bahagian Betong,TAMAN SUNGWAN,Bahagian Betong,2,True,1
Bahagian Betong,TAMAN TIAN LIN,Bahagian Betong,2,True,1
Bahagian Betong,TEO TZE HIAN GARDEN,Bahagian Betong,3,True,1
Bahagian Bintulu,7 PLUS GARDEN,Bahagian Bintulu,1,True,1
Bahagian Bintulu,ABF HOUSING,Bahagian Bintulu,13,True,1
Bahagian Bintulu,ACACIA GARDEN,Bahagian Bintulu,2,True,1
Bahagian Bintulu,AUSTRA HEIGHT,Bahagian Bintulu,23,True,1
Bahagian Bintulu,BANDAR JAYA,Bahagian Bintulu,22,True,1
Bahagian Bintulu,BEACH PARK,Bahagian Bintulu,1,True,1
Bahagian Bintulu,BELLE HILL,Bahagian Bintulu,1,True,1
Bahagian Bintulu,BEVERLY HILL ESTATE,Bahagian Bintulu,11,True,1
Bahagian Bintulu,BINTULU BEACH RESORT CONDOMINIUM,Bahagian Bintulu,6,True,1
Bahagian Bintulu,BUKIT ORANG PARK,Bahagian Bintulu,11,True,1
Bahagian Bintulu,CAPBUILD HEIGHT,Bahagian Bintulu,1,True,1
Bahagian Bintulu,CF PARK,Bahagian Bintulu,2,True,1
Bahagian Bintulu,DD PALM SPRING CONDOMINIUM,Bahagian Bintulu,4,True,1
Bahagian Bintulu,ECORICH GARDEN,Bahagian Bintulu,3,True,1
Bahagian Bintulu,ECORICH PARK,Bahagian Bintulu,2,True,1
Bahagian Bintulu,ESEN GARDEN,Bahagian Bintulu,1,True,1
Bahagian Bintulu,EVERGREEN RESIDENCY,Bahagian Bintulu,1,True,1
Bahagian Bintulu,FORTUNE PARK,Bahagian Bintulu,4,True,1
Bahagian Bintulu,GEM PARK,Bahagian Bintulu,4,True,1
Bahagian Bintulu,GLENARY PARK,Bahagian Bintulu,1,True,1
Bahagian Bintulu,GOLDEN HILL VILLA FASA 3,Bahagian Bintulu,1,True,1
Bahagian Bintulu,GOLDEN VILLA,Bahagian Bintulu,9,True,1
Bahagian Bintulu,GOLDEN VILLA (PHASE 3),Bahagian Bintulu,4,True,1
Bahagian Bintulu,GOLDEN VILLA 2,Bahagian Bintulu,1,True,1
Bahagian Bintulu,GOOD PARK,Bahagian Bintulu,1,True,1
Bahagian Bintulu,HAPPY GARDEN,Bahagian Bintulu,2,True,1
Bahagian Bintulu,HILLTOP VILLA(BINTULU),Bahagian Bintulu,3,True,1
Bahagian Bintulu,HOCK LEE GARDDEN,Bahagian Bintulu,1,True,1
Bahagian Bintulu,HOMELINK RESIDENCE,Bahagian Bintulu,4,True,1
Bahagian Bintulu,HUNG HUNG GARDEN,Bahagian Bintulu,4,True,1
Bahagian Bintulu,ING LING 2,Bahagian Bintulu,7,True,1
Bahagian Bintulu,IRIS GARDEN,Bahagian Bintulu,13,True,1
Bahagian Bintulu,JADE GARDEN,Bahagian Bintulu,10,True,1
Bahagian Bintulu,JALAN SIBIYU,Bahagian Bintulu,1,True,1
Bahagian Bintulu,JELLIE PARK,Bahagian Bintulu,8,True,1
Bahagian Bintulu,JEWEL PARK - FASA 2,Bahagian Bintulu,2,True,1
Bahagian Bintulu,JOY PARK,Bahagian Bintulu,1,True,1
Bahagian Bintulu,JUNCTION 5 APARTMENT,Bahagian Bintulu,25,True,1
Bahagian Bintulu,JUNCTION 5 RESIDENCE,Bahagian Bintulu,4,True,1
Bahagian Bintulu,JUNCTION 9 APARTMENT,Bahagian Bintulu,2,True,1
Bahagian Bintulu,KAMPUNG ASSYAKIRIN,Bahagian Bintulu,1,True,1
Bahagian Bintulu,KEMENA PARK,Bahagian Bintulu,3,True,1
Bahagian Bintulu,KIDURONG AVENUE,Bahagian Bintulu,1,True,1
Bahagian Bintulu,KIDURONG HILL FASA 1,Bahagian Bintulu,4,True,1
Bahagian Bintulu,"KING'S PARK, TATAU",Bahagian Bintulu,3,True,1
Bahagian Bintulu,KMD PARK,Bahagian Bintulu,2,True,1
Bahagian Bintulu,Kampung BAHARU,Bahagian Bintulu,2,True,1
Bahagian Bintulu,Kampung JEPAK,Bahagian Bintulu,1,True,1
Bahagian Bintulu,Kampung KEMUNTING,Bahagian Bintulu,1,True,1
Bahagian Bintulu,Kampung PENAN MUSLIM BATU 10,Bahagian Bintulu,3,True,1
Bahagian Bintulu,LEE GARDEN,Bahagian Bintulu,1,True,1
Bahagian Bintulu,LORONG CAMELIA 20 (PARENT LOT 2586),Bahagian Bintulu,1,True,1
Bahagian Bintulu,LUCKY GARDEN,Bahagian Bintulu,4,True,1
Bahagian Bintulu,LUCKY TOWER,Bahagian Bintulu,7,True,1
Bahagian Bintulu,MAPLE GARDEN,Bahagian Bintulu,2,True,1
Bahagian Bintulu,MEDAN GINSENG,Bahagian Bintulu,1,True,1
Bahagian Bintulu,MLNG HOUSING SCHEME,Bahagian Bintulu,13,True,1
Bahagian Bintulu,MY HABITAT,Bahagian Bintulu,15,True,1
Bahagian Bintulu,MY RESIDENCE,Bahagian Bintulu,6,True,1
Bahagian Bintulu,NYABAU HEIGHT,Bahagian Bintulu,5,True,1
Bahagian Bintulu,ONE VILLA,Bahagian Bintulu,1,True,1
Bahagian Bintulu,PARENT LOT 49,Bahagian Bintulu,2,True,1
Bahagian Bintulu,PARENT LOT 6256 & 6258,Bahagian Bintulu,2,True,1
Bahagian Bintulu,PARENT LOT 8983,Bahagian Bintulu,1,True,1
Bahagian Bintulu,PARK 99,Bahagian Bintulu,3,True,1
Bahagian Bintulu,PARKCITY RESIDENCE,Bahagian Bintulu,19,True,1
Bahagian Bintulu,PEARL GARDEN,Bahagian Bintulu,12,True,1
Bahagian Bintulu,PERUMAHAN CASA INDAH,Bahagian Bintulu,1,True,1
Bahagian Bintulu,PINE AVENUE,Bahagian Bintulu,4,True,1
Bahagian Bintulu,PINE COURT APARTMENT,Bahagian Bintulu,9,True,1
Bahagian Bintulu,ROSE GARDEN,Bahagian Bintulu,1,True,1
Bahagian Bintulu,RPR BINTULU,Bahagian Bintulu,1,True,1
Bahagian Bintulu,RPR KIDURONG,Bahagian Bintulu,40,True,1
Bahagian Bintulu,RPR SIBIEW,Bahagian Bintulu,7,True,1
Bahagian Bintulu,RPR SIBIYU APARTMENT,Bahagian Bintulu,1,True,1
Bahagian Bintulu,RPR SIBIYU PHASE 3,Bahagian Bintulu,7,True,1
Bahagian Bintulu,RPR SUNGAI PLAN,Bahagian Bintulu,66,True,1
Bahagian Bintulu,RPR SUNGAI PLAN FASA 2,Bahagian Bintulu,7,True,1
Bahagian Bintulu,SAMALAJU ECO PARK APARTMENT,Bahagian Bintulu,1,True,1
Bahagian Bintulu,SAMPLE PARK,Bahagian Bintulu,5,True,1
Bahagian Bintulu,SAN SAN GARDEN,Bahagian Bintulu,10,True,1
Bahagian Bintulu,SANCTUARY VILLA,Bahagian Bintulu,3,True,1
Bahagian Bintulu,SEAVIEW COURT CONDOMINIUM,Bahagian Bintulu,5,True,1
Bahagian Bintulu,SENTRAL PARK RESIDENCE APARTMENT,Bahagian Bintulu,2,True,1
Bahagian Bintulu,SIBIYU NORTHWING,Bahagian Bintulu,2,True,1
Bahagian Bintulu,SIBIYU SOUTHWING,Bahagian Bintulu,1,True,1
Bahagian Bintulu,SINGNATURE PARK,Bahagian Bintulu,3,True,1
Bahagian Bintulu,SIONG BOON GARDEN,Bahagian Bintulu,3,True,1
Bahagian Bintulu,SPRING GARDEN,Bahagian Bintulu,4,True,1
Bahagian Bintulu,SPRINGVILLE GARDEN,Bahagian Bintulu,6,True,1
Bahagian Bintulu,STARHILL,Bahagian Bintulu,2,True,1
Bahagian Bintulu,SUMMERVILLE VILLA,Bahagian Bintulu,3,True,1
Bahagian Bintulu,TAMAN ANGSANA,Bahagian Bintulu,2,True,1
Bahagian Bintulu,TAMAN BAMBOO,Bahagian Bintulu,18,True,1
Bahagian Bintulu,TAMAN BILANGAN,Bahagian Bintulu,2,True,1
Bahagian Bintulu,TAMAN BILANGAN FASA 1,Bahagian Bintulu,5,True,1
Bahagian Bintulu,TAMAN BINTULU,Bahagian Bintulu,6,True,1
Bahagian Bintulu,TAMAN BINTULU JAYA,Bahagian Bintulu,16,True,1
Bahagian Bintulu,TAMAN CHIN LEE,Bahagian Bintulu,6,True,1
Bahagian Bintulu,TAMAN CLEAN,Bahagian Bintulu,2,True,1
Bahagian Bintulu,TAMAN COUNTRY WOOD,Bahagian Bintulu,1,True,1
Bahagian Bintulu,TAMAN DESA DAMAI,Bahagian Bintulu,15,True,1
Bahagian Bintulu,TAMAN DURIAN,Bahagian Bintulu,2,True,1
Bahagian Bintulu,TAMAN EMAS,Bahagian Bintulu,3,True,1
Bahagian Bintulu,TAMAN GLORIA,Bahagian Bintulu,2,True,1
Bahagian Bintulu,TAMAN HARMONI (BINTULU),Bahagian Bintulu,1,True,1
Bahagian Bintulu,TAMAN HENG,Bahagian Bintulu,3,True,1
Bahagian Bintulu,TAMAN ISTIWAJA,Bahagian Bintulu,2,True,1
Bahagian Bintulu,TAMAN JABAI,Bahagian Bintulu,1,True,1
Bahagian Bintulu,TAMAN JASA PUTRA,Bahagian Bintulu,1,True,1
Bahagian Bintulu,TAMAN JASMINE,Bahagian Bintulu,8,True,1
Bahagian Bintulu,TAMAN JASON,Bahagian Bintulu,9,True,1
Bahagian Bintulu,TAMAN KEMENA RAYA,Bahagian Bintulu,9,True,1
Bahagian Bintulu,TAMAN KEMENA SUTERA,Bahagian Bintulu,25,True,1
Bahagian Bintulu,TAMAN KOZAI,Bahagian Bintulu,1,True,1
Bahagian Bintulu,TAMAN KOZAI APARTMENT,Bahagian Bintulu,3,True,1
Bahagian Bintulu,TAMAN LI HUA (BINTULU),Bahagian Bintulu,20,True,1
Bahagian Bintulu,TAMAN MATAHARI,Bahagian Bintulu,2,True,1
Bahagian Bintulu,TAMAN MILLENIUM,Bahagian Bintulu,3,True,1
Bahagian Bintulu,TAMAN PALM VILLA,Bahagian Bintulu,1,True,1
Bahagian Bintulu,TAMAN PELITA (BINTULU),Bahagian Bintulu,1,True,1
Bahagian Bintulu,TAMAN PEMAISURI,Bahagian Bintulu,3,True,1
Bahagian Bintulu,TAMAN PUTERA,Bahagian Bintulu,1,True,1
Bahagian Bintulu,TAMAN PUTERA II,Bahagian Bintulu,2,True,1
Bahagian Bintulu,TAMAN PUTERI,Bahagian Bintulu,2,True,1
Bahagian Bintulu,TAMAN PUTRA JAYA,Bahagian Bintulu,9,True,1
Bahagian Bintulu,TAMAN RIA,Bahagian Bintulu,5,True,1
Bahagian Bintulu,TAMAN SABERKAS JAYA,Bahagian Bintulu,3,True,1
Bahagian Bintulu,TAMAN SEAVIEW (BINTULU),Bahagian Bintulu,2,True,1
Bahagian Bintulu,TAMAN SIBIEW INDAH,Bahagian Bintulu,9,True,1
Bahagian Bintulu,TAMAN SRI PELABUHAN,Bahagian Bintulu,16,True,1
Bahagian Bintulu,TAMAN SUARAH,Bahagian Bintulu,1,True,1
Bahagian Bintulu,TAMAN SUNGA,Bahagian Bintulu,1,True,1
Bahagian Bintulu,TAMAN TEDEUM,Bahagian Bintulu,1,True,1
Bahagian Bintulu,TAMAN TERUS,Bahagian Bintulu,16,True,1
Bahagian Bintulu,TAMAN TINGGI,Bahagian Bintulu,5,True,1
Bahagian Bintulu,TAMAN TINGGI PHASE 2,Bahagian Bintulu,1,True,1
Bahagian Bintulu,TAMAN YAN MIN,Bahagian Bintulu,8,True,1
Bahagian Bintulu,TAMAN YTD,Bahagian Bintulu,1,True,1
Bahagian Bintulu,THE PEAK CONDOMINIUM,Bahagian Bintulu,9,True,1
Bahagian Bintulu,TOP VILLA,Bahagian Bintulu,1,True,1
Bahagian Bintulu,UNIVERSITY HEIGHT,Bahagian Bintulu,1,True,1
Bahagian Bintulu,WOODLAND HEIGHT,Bahagian Bintulu,9,True,1
Bahagian Kapit,CHELSEA HEIGHTS (FASA 1),Bahagian Kapit,5,True,1
Bahagian Kapit,COUNTRY HEIGHTS,Bahagian Kapit,6,True,1
Bahagian Kapit,JALAN SELIRIK,Bahagian Kapit,9,True,1
Bahagian Kapit,JALAN TAKAN,Bahagian Kapit,2,True,1
Bahagian Kapit,"LOT 247, 2056 & 2058",Bahagian Kapit,1,True,1
Bahagian Kapit,SUNGAI KAPIT,Bahagian Kapit,1,True,1
Bahagian Kapit,SUNNY HEIGHTS,Bahagian Kapit,1,True,1
Bahagian Kapit,TAMAN BIAN HUA,Bahagian Kapit,18,True,1
Bahagian Kapit,TAMAN BUKIT GURAM,Bahagian Kapit,2,True,1
Bahagian Kapit,TAMAN BUKIT TTC,Bahagian Kapit,1,True,1
Bahagian Kapit,TAMAN CHUONG SENG,Bahagian Kapit,5,True,1
Bahagian Kapit,TAMAN MEWAH,Bahagian Kapit,3,True,1
Bahagian Kapit,TAMAN RPR KAPIT/TAMAN IXORA,Bahagian Kapit,3,True,1
Bahagian Kapit,TAMAN VIVA SENTOSA,Bahagian Kapit,1,True,1
Bahagian Kuching,72 RESIDENCES,Bahagian Kuching,5,True,1
Bahagian Kuching,7TH AVENUE,Bahagian Kuching,1,True,1
Bahagian Kuching,86 RESIDENCE,Bahagian Kuching,23,True,1
Bahagian Kuching,9 RESIDENT @ PETRA JAYA,Bahagian Kuching,1,True,1
Bahagian Kuching,9 RESIDENT PARK @ CENDERAWASIH,Bahagian Kuching,2,True,1
Bahagian Kuching,9 RESIDENT PARK @ SWANTON,Bahagian Kuching,4,True,1
Bahagian Kuching,AIK HO PARK,Bahagian Kuching,1,True,1
Bahagian Kuching,AJIBAH ABOL,Bahagian Kuching,8,True,1
Bahagian Kuching,ALAM INDAH @ BANDAR BARU SAMARIANG,Bahagian Kuching,1,True,1
Bahagian Kuching,ALAM OASIS @ BANDAR BARU SAMARIANG,Bahagian Kuching,1,True,1
Bahagian Kuching,ALAM SARI @ BANDAR BARU SAMARIANG,Bahagian Kuching,10,True,1
Bahagian Kuching,ALYVIA RESIDENCE @ THE NORTHBANK,Bahagian Kuching,2,True,1
Bahagian Kuching,ARANG PARK,Bahagian Kuching,1,True,1
Bahagian Kuching,ARMADALE RESIDENCE (APARTMENT),Bahagian Kuching,8,True,1
Bahagian Kuching,ATRIUM RESIDENCE,Bahagian Kuching,1,True,1
Bahagian Kuching,AURORA HEIGHT,Bahagian Kuching,4,True,1
Bahagian Kuching,AVA GROVE,Bahagian Kuching,3,True,1
Bahagian Kuching,AVONA RESIDENCE @ THE NORTHBANK,Bahagian Kuching,25,True,1
Bahagian Kuching,BAMPFYLDE HEIGHTS,Bahagian Kuching,1,True,1
Bahagian Kuching,BANDAR BARU BATU 18,Bahagian Kuching,4,True,1
Bahagian Kuching,BANQUET SQUARE,Bahagian Kuching,4,True,1
Bahagian Kuching,BATU KAWA HEIGHTS,Bahagian Kuching,4,True,1
Bahagian Kuching,BAWANG HEIGHTS,Bahagian Kuching,24,True,1
Bahagian Kuching,BAYANG ESTATE 2,Bahagian Kuching,1,True,1
Bahagian Kuching,BEAUTIFUL GARDEN,Bahagian Kuching,1,True,1
Bahagian Kuching,BEVERLY  GARDEN,Bahagian Kuching,11,True,1
Bahagian Kuching,BEVERLY HEIGHT'S,Bahagian Kuching,1,True,1
Bahagian Kuching,BINTAWA FISHING VILLAGE,Bahagian Kuching,11,True,1
Bahagian Kuching,BLESSED GARDEN,Bahagian Kuching,1,True,1
Bahagian Kuching,BLOSSOM GARDEN,Bahagian Kuching,4,True,1
Bahagian Kuching,BONG CHIN TERRACE,Bahagian Kuching,1,True,1
Bahagian Kuching,BORMILL ESTATE,Bahagian Kuching,3,True,1
Bahagian Kuching,BORNEO GARDEN,Bahagian Kuching,1,True,1
Bahagian Kuching,BORNEO HIGHLANDS RESORT,Bahagian Kuching,1,True,1
Bahagian Kuching,BORNEO RESIDENCES,Bahagian Kuching,3,True,1
Bahagian Kuching,BORNEO SAMARIANG RESORT CITY,Bahagian Kuching,36,True,1
Bahagian Kuching,BOWOOD GARDEN,Bahagian Kuching,3,True,1
Bahagian Kuching,BOXHILL 76,Bahagian Kuching,5,True,1
Bahagian Kuching,BRILLANCE GARDEN,Bahagian Kuching,3,True,1
Bahagian Kuching,BRILLIANCE GARDEN,Bahagian Kuching,1,True,1
Bahagian Kuching,CAPITAL GARDEN,Bahagian Kuching,10,True,1
Bahagian Kuching,CARINA ESTATE,Bahagian Kuching,2,True,1
Bahagian Kuching,CASA MUTIARA,Bahagian Kuching,1,True,1
Bahagian Kuching,CENTRAL AVENUE,Bahagian Kuching,6,True,1
Bahagian Kuching,CENTRAL COURT,Bahagian Kuching,3,True,1
Bahagian Kuching,CENTRAL GARDEN,Bahagian Kuching,1,True,1
Bahagian Kuching,CENTRAL LANDEH 1,Bahagian Kuching,1,True,1
Bahagian Kuching,CENTRAL PARK,Bahagian Kuching,8,True,1
Bahagian Kuching,CENTRE COURT RESIDENCE @ CITY SQUARE,Bahagian Kuching,1,True,1
Bahagian Kuching,CG 428 RESIDENCE,Bahagian Kuching,3,True,1
Bahagian Kuching,CHARMING GARDEN,Bahagian Kuching,3,True,1
Bahagian Kuching,CHONGLIN CONDOMINIUM,Bahagian Kuching,6,True,1
Bahagian Kuching,CHONGLIN PARK,Bahagian Kuching,27,True,1
Bahagian Kuching,CHUNGNION GARDEN,Bahagian Kuching,1,True,1
Bahagian Kuching,CHUON KIAW GARDEN,Bahagian Kuching,2,True,1
Bahagian Kuching,CINTA AVENUE,Bahagian Kuching,1,True,1
Bahagian Kuching,CLIFFORD VILLE,Bahagian Kuching,1,True,1
Bahagian Kuching,CLOUD ESTATE,Bahagian Kuching,1,True,1
Bahagian Kuching,COMFORT LIFESTYLE,Bahagian Kuching,1,True,1
Bahagian Kuching,COUNTRY HEIGHTS RESIDENCES,Bahagian Kuching,1,True,1
Bahagian Kuching,COUNTRY VIEW ESTATE 1,Bahagian Kuching,5,True,1
Bahagian Kuching,D'BELLE RESIDENCES,Bahagian Kuching,2,True,1
Bahagian Kuching,D'HERITAGE @ BANDAR BARU SEMARIANG,Bahagian Kuching,1,True,1
Bahagian Kuching,D'INFINIA RESIDENCES,Bahagian Kuching,1,True,1
Bahagian Kuching,D'JEWEL CONDOMINIUM,Bahagian Kuching,4,True,1
Bahagian Kuching,D'KAYANGAN,Bahagian Kuching,1,True,1
Bahagian Kuching,D'RYX RESIDENCES,Bahagian Kuching,1,True,1
Bahagian Kuching,D-EVERGLADES,Bahagian Kuching,7,True,1
Bahagian Kuching,D-EVERGLADES 2,Bahagian Kuching,5,True,1
Bahagian Kuching,D-EVERGLADES 3,Bahagian Kuching,2,True,1
Bahagian Kuching,DE LOFTS RESIDENCES,Bahagian Kuching,10,True,1
Bahagian Kuching,DE SUMMIT CONDOMINIUM,Bahagian Kuching,9,True,1
Bahagian Kuching,DEMAK BARU,Bahagian Kuching,1,True,1
Bahagian Kuching,DEMAK INDAH,Bahagian Kuching,1,True,1
Bahagian Kuching,DEMAK LAUT COMMERCIAL CENTRE,Bahagian Kuching,19,True,1
Bahagian Kuching,DESA PINES,Bahagian Kuching,9,True,1
Bahagian Kuching,DESA SEJIJAK,Bahagian Kuching,57,True,1
Bahagian Kuching,DESA WIRA,Bahagian Kuching,21,True,1
Bahagian Kuching,DOGAN GARDEN,Bahagian Kuching,1,True,1
Bahagian Kuching,DONCASTER RESIDENCE,Bahagian Kuching,13,True,1
Bahagian Kuching,E-RESIDENCE,Bahagian Kuching,10,True,1
Bahagian Kuching,EAST HEIGHT'S,Bahagian Kuching,1,True,1
Bahagian Kuching,EASTERN GARDEN,Bahagian Kuching,1,True,1
Bahagian Kuching,EDEN FIELDS,Bahagian Kuching,1,True,1
Bahagian Kuching,EDEN FIELDS 2,Bahagian Kuching,1,True,1
Bahagian Kuching,EDEN HEIGHTS CONDOMINIUMS,Bahagian Kuching,20,True,1
Bahagian Kuching,EMPIRE GARDEN,Bahagian Kuching,2,True,1
Bahagian Kuching,ENSYN AVENUE,Bahagian Kuching,11,True,1
Bahagian Kuching,ESCO VILLE,Bahagian Kuching,2,True,1
Bahagian Kuching,EVERBRIGHT JAYA,Bahagian Kuching,4,True,1
Bahagian Kuching,EVERBRIGHT PARK,Bahagian Kuching,1,True,1
Bahagian Kuching,EVERGREEN CONDOMINIUM,Bahagian Kuching,2,True,1
Bahagian Kuching,EVERGREEN GARDEN,Bahagian Kuching,2,True,1
Bahagian Kuching,EVERGREEN HEIGHT'S,Bahagian Kuching,2,True,1
Bahagian Kuching,EXCELLA GARDEN,Bahagian Kuching,1,True,1
Bahagian Kuching,FAIR HILL PARK,Bahagian Kuching,1,True,1
Bahagian Kuching,FAIRVIEW GARDEN,Bahagian Kuching,1,True,1
Bahagian Kuching,FAIRVIEW PARK,Bahagian Kuching,5,True,1
Bahagian Kuching,FEDERAL PARK,Bahagian Kuching,4,True,1
Bahagian Kuching,FINE RESIDENCE @ STUTONG,Bahagian Kuching,2,True,1
Bahagian Kuching,FLORIDALE CONDOMINIUM,Bahagian Kuching,15,True,1
Bahagian Kuching,FOONG JOON GARDEN,Bahagian Kuching,1,True,1
Bahagian Kuching,FOREST HILL @ SUNGAI MAONG,Bahagian Kuching,6,True,1
Bahagian Kuching,FULTON PARK,Bahagian Kuching,1,True,1
Bahagian Kuching,FUYI GARDEN,Bahagian Kuching,2,True,1
Bahagian Kuching,GADING HEIGHT'S,Bahagian Kuching,1,True,1
Bahagian Kuching,GALA CITY APARTMENT,Bahagian Kuching,10,True,1
Bahagian Kuching,GARDEN RESIDENT,Bahagian Kuching,4,True,1
Bahagian Kuching,GARDENIA COURT,Bahagian Kuching,3,True,1
Bahagian Kuching,GAWING GDN,Bahagian Kuching,1,True,1
Bahagian Kuching,GENESIS WALK,Bahagian Kuching,17,True,1
Bahagian Kuching,GIFT GARDEN 3,Bahagian Kuching,4,True,1
Bahagian Kuching,GIGANTIC KINGSBURG HOME,Bahagian Kuching,1,True,1
Bahagian Kuching,GOLDEN FARM VILLA,Bahagian Kuching,1,True,1
Bahagian Kuching,GOLDEN HEIGHTS,Bahagian Kuching,1,True,1
Bahagian Kuching,GOLDEN HEIGHTS JAMBUSAN,Bahagian Kuching,7,True,1
Bahagian Kuching,GOLDEN PALM,Bahagian Kuching,3,True,1
Bahagian Kuching,GOLDEN VIEW,Bahagian Kuching,2,True,1
Bahagian Kuching,GOLDEN VILLA,Bahagian Kuching,2,True,1
Bahagian Kuching,GOLDHILL ESTATE,Bahagian Kuching,1,True,1
Bahagian Kuching,GRACE VILLA,Bahagian Kuching,1,True,1
Bahagian Kuching,GREEN ACRES,Bahagian Kuching,1,True,1
Bahagian Kuching,GREEN ACRES 2,Bahagian Kuching,7,True,1
Bahagian Kuching,GREEN GATE RESIDENCE,Bahagian Kuching,5,True,1
Bahagian Kuching,GREEN HEIGHT'S,Bahagian Kuching,5,True,1
Bahagian Kuching,GREEN HEIGHT'S CONDOMINIUM,Bahagian Kuching,4,True,1
Bahagian Kuching,GREEN ROAD,Bahagian Kuching,6,True,1
Bahagian Kuching,GREENWICH - NORTH,Bahagian Kuching,3,True,1
Bahagian Kuching,GREENWICH - SOUTH,Bahagian Kuching,7,True,1
Bahagian Kuching,HAKKA AVENUE ESTATE,Bahagian Kuching,2,True,1
Bahagian Kuching,HAPPY GARDEN,Bahagian Kuching,5,True,1
Bahagian Kuching,HARTANA APARTMENT,Bahagian Kuching,24,True,1
Bahagian Kuching,HARVARD JAYA,Bahagian Kuching,2,True,1
Bahagian Kuching,HAZIIQ GEMBIRA,Bahagian Kuching,2,True,1
Bahagian Kuching,HAZIIQ JAYA,Bahagian Kuching,6,True,1
Bahagian Kuching,HEIGHT DRIVE P1,Bahagian Kuching,2,True,1
Bahagian Kuching,HEIGHT ESTATE P1,Bahagian Kuching,4,True,1
Bahagian Kuching,HEIGHT ESTATE P2,Bahagian Kuching,1,True,1
Bahagian Kuching,HERITAGE GARDEN,Bahagian Kuching,2,True,1
