District,Scheme,Mukim,tx_count,primary,mukim_rank
Kinta,TMN MEDAN PUSING SAUJANA,Sungei Terap,4,True,1
Kinta,TMN MELOR,Ulu Kinta,12,True,1
Kinta,TMN MELOR FASA I & II,Sungei Terap,1,True,1
Kinta,TMN MENGLEMBU,Ulu Kinta,4,True,1
Kinta,TMN MENGLEMBU BERLIAN,Ulu Kinta,10,True,1
Kinta,TMN MENGLEMBU TIMUR,Ulu Kinta,21,True,1
Kinta,TMN MERCU TAWAS DAMAI,Ulu Kinta,9,True,1
Kinta,TMN MERDEKA,Ipoh Utara,27,True,1
Kinta,TMN MERU 1A & 1B,Ulu Kinta,14,True,1
Kinta,TMN MERU 2 - SCIENTEX,Ulu Kinta,22,True,1
Kinta,TMN MERU 2A,Ulu Kinta,1,True,1
Kinta,TMN MERU 2B (FASA I-IV),Ulu Kinta,39,True,1
Kinta,TMN MERU 2C,Ulu Kinta,23,True,1
Kinta,TMN MERU 3 -SCIENTEX ARECA,Ulu Kinta,27,True,1
Kinta,TMN MERU 3C,Ulu Kinta,21,True,1
Kinta,TMN MERU DESA PARK,Ulu Kinta,28,True,1
Kinta,TMN MERU DREAM PARK,Ulu Kinta,3,True,1
Kinta,TMN MERU EMAS,Ulu Kinta,14,True,1
Kinta,TMN MERU HILLS,Ulu Kinta,7,True,1
Kinta,TMN MERU IDAMAN (SCIENTEX MERU),Ulu Kinta,47,True,1
Kinta,TMN MERU IMPIANA,Ulu Kinta,18,True,1
Kinta,TMN MERU JAYA,Ulu Kinta,21,True,1
Kinta,TMN MERU MENTARI,Ulu Kinta,6,True,1
Kinta,TMN MERU MUTIARA,Ulu Kinta,23,True,1
Kinta,TMN MERU PERDANA,Ulu Kinta,53,True,1
Kinta,TMN MERU PERDANA 2 (P/L 32975),Ulu Kinta,82,True,1
Kinta,TMN MERU SINAR,Ulu Kinta,45,True,1
Kinta,TMN MERU TROPIKA,Ulu Kinta,81,True,1
Kinta,TMN MESRA RAIA,Sungei Raia,50,True,1
Kinta,"TMN METRO MAYA, BATU GAJAH",Sungei Terap,10,True,1
Kinta,"TMN METRO MAYA, BATU GAJAH""",Sungei Terap,49,True,1
Kinta,TMN METRO PENGKALAN,Sungei Terap,66,True,1
Kinta,TMN MEWAH BARU,Sungei Terap,11,True,1
Kinta,TMN MEWAH INDAH,Sungei Terap,11,True,1
Kinta,"TMN MEWAH, BATU GAJAH",Sungei Terap,6,True,1
Kinta,"TMN MEWAH, BERCHAM",Ulu Kinta,42,True,1
Kinta,"TMN MEWAH, ULU KINTA",Ulu Kinta,12,True,1
Kinta,TMN MI LEE,Ipoh Utara,6,True,1
Kinta,TMN MUDA,Sungei Raia,8,True,1
Kinta,"TMN MUHIBBAH, IPOH",Ipoh Utara,3,True,1
Kinta,"TMN MUHIBBAH, TG RAMBUTAN",Ulu Kinta,1,True,1
Kinta,TMN MUJUR,Ulu Kinta,24,True,1
Kinta,TMN MUSIM BUNGA,Ulu Kinta,7,True,1
Kinta,"TMN MUTIARA, BT GAJAH",Sungei Terap,4,True,1
Kinta,"TMN MUTIARA, IPOH",Ulu Kinta,2,True,1
Kinta,TMN NATIONAL,Ipoh Selatan,10,True,1
Kinta,TMN NATIONAL,Ipoh Utara,1,False,2
Kinta,TMN NEW HAPPY,Batu Gajah,1,True,1
Kinta,TMN ON,Ulu Kinta,8,True,1
Kinta,"TMN ORKID, BT GAJAH",Sungei Terap,2,True,1
Kinta,TMN PAKATAN,Ulu Kinta,42,True,1
Kinta,TMN PAKATAN JAYA,Ulu Kinta,96,True,1
Kinta,TMN PANGLIMA,Ulu Kinta,8,True,1
Kinta,TMN PANORAMA,Ulu Kinta,22,True,1
Kinta,TMN PANORAMA LAPANGAN CAMELLIA(THE GULF),Ulu Kinta,15,True,1
Kinta,TMN PANORAMA TAMBUN PERDANA,Ulu Kinta,13,True,1
Kinta,TMN PARI,Ipoh Utara,5,True,1
Kinta,TMN PARKVIEW BOULEVARD,Ulu Kinta,9,True,1
Kinta,TMN PASIR MAS,Ulu Kinta,2,True,1
Kinta,TMN PASIR PUTEH,Ulu Kinta,4,True,1
Kinta,TMN PASIR PUTEH SELATAN,Ulu Kinta,30,True,1
Kinta,"TMN PEGOH, IPOH",Ulu Kinta,4,True,1
Kinta,TMN PELANGI BT GAJAH,Sungei Terap,9,True,1
Kinta,TMN PELANGI SAUJANA,Belanja (Kinta),13,True,1
Kinta,TMN PELANGI SAUJANA,Tronoh,1,False,2
Kinta,"TMN PELANGI, IPOH",Ulu Kinta,18,True,1
Kinta,"TMN PELANGI, JLN KK",Ipoh Utara,2,True,1
Kinta,"TMN PELANGI, PUSING",Tronoh,1,True,1
Kinta,TMN PENGKALAN 18,Ulu Kinta,32,True,1
Kinta,TMN PENGKALAN BARAT,Ulu Kinta,27,True,1
Kinta,TMN PENGKALAN BARAT (TAI TRADING),Ulu Kinta,3,True,1
Kinta,TMN PENGKALAN BARU,Ulu Kinta,7,True,1
Kinta,TMN PENGKALAN GERBANG MUTIARA,Ulu Kinta,6,True,1
Kinta,TMN PENGKALAN HARAPAN,Ulu Kinta,12,True,1
Kinta,TMN PENGKALAN HARMONI,Ulu Kinta,15,True,1
Kinta,TMN PENGKALAN INDAH BARU,Ulu Kinta,2,True,1
Kinta,TMN PENGKALAN INTAN,Ulu Kinta,10,True,1
Kinta,TMN PENGKALAN JAYA,Ulu Kinta,37,True,1
Kinta,TMN PENGKALAN MAKMUR,Ulu Kinta,7,True,1
Kinta,TMN PENGKALAN PERTAMA,Ulu Kinta,30,True,1
Kinta,TMN PENGKALAN PUTRI (MANHATTAN AVENUE),Ulu Kinta,106,True,1
Kinta,TMN PENGKALAN TIARA,Ulu Kinta,68,True,1
Kinta,TMN PENGKALAN TIMAH,Ulu Kinta,18,True,1
Kinta,TMN PENGKALAN UTAMA,Ulu Kinta,21,True,1
Kinta,"TMN PERAK, IPOH",Ulu Kinta,22,True,1
Kinta,"TMN PERMAI, BT GAJAH",Sungei Terap,3,True,1
Kinta,"TMN PERMAI, IPOH",Ipoh Utara,6,True,1
Kinta,TMN PERPADUAN,Ulu Kinta,44,True,1
Kinta,TMN PERPADUAN INDAH,Ulu Kinta,6,True,1
Kinta,TMN PERPADUAN JAYA,Ulu Kinta,12,True,1
Kinta,TMN PERPADUAN KOPERASI,Ulu Kinta,91,True,1
Kinta,TMN PERPADUAN MULIA (SERI GARDEN),Ulu Kinta,33,True,1
Kinta,TMN PERPADUAN PERMAI,Ulu Kinta,27,True,1
Kinta,TMN PERPADUAN RAYA,Ulu Kinta,3,True,1
Kinta,TMN PERPADUAN RIA,Ulu Kinta,13,True,1
Kinta,TMN PERTAMA (SILIBIN),Ulu Kinta,114,True,1
Kinta,TMN PINGGIR RAPAT PERDANA,Ulu Kinta,17,True,1
Kinta,TMN PINGGIR TANJUNG DAMAI,Ulu Kinta,5,True,1
Kinta,TMN PINGGIRAN MERU FASA 1,Ulu Kinta,1,True,1
Kinta,TMN PINGGIRAN PENGKALAN BAYU,Ulu Kinta,9,True,1
Kinta,TMN PINGGIRAN RAPAT RIA,Ulu Kinta,1,True,1
Kinta,TMN PINGGIRAN SAUJANA,Sungei Terap,6,True,1
Kinta,TMN PINGGIRAN TIMAH,Tanjung Tualang,2,True,1
Kinta,TMN PINJI,Ipoh Selatan,14,True,1
Kinta,TMN PINJI JAYA,Ipoh Selatan,1,True,1
Kinta,TMN PINJI MEWAH,Ulu Kinta,83,True,1
Kinta,TMN PINJI PERDANA,Ulu Kinta,29,True,1
Kinta,TMN PINJI PERDANA(ASAL DESA PELANCUNGAN),Ulu Kinta,13,True,1
Kinta,TMN PINJI RIA,Ulu Kinta,4,True,1
Kinta,TMN PINJI SENI,Ipoh Selatan,7,True,1
Kinta,TMN PINJI TROPIKA (SPRINGFIELD),Ulu Kinta,11,True,1
Kinta,TMN PINJI WANI,Ulu Kinta,2,True,1
Kinta,TMN PUBLIC,Ipoh Utara,1,True,1
Kinta,TMN PULAI HEIGHTS,Sungei Raia,40,True,1
Kinta,TMN PULAI JAYA,Sungei Raia,2,True,1
Kinta,TMN PULAI MUTIARA (NOBLE CREST ),Sungei Raia,4,True,1
Kinta,TMN PULAI RAYA,Sungei Raia,4,True,1
Kinta,TMN PULAI SENTOSA,Sungei Raia,2,True,1
Kinta,TMN PUNCAK ANGGERIK,Sungei Terap,1,True,1
Kinta,TMN PUNCAK JELAPANG INDAH,Ulu Kinta,15,True,1
Kinta,TMN PUNCAK JELAPANG MAJU,Ulu Kinta,61,True,1
Kinta,TMN PUNCAK MERU,Ulu Kinta,5,True,1
Kinta,TMN PUNCAK TAMBUN INDAH,Ulu Kinta,7,True,1
Kinta,TMN PUSAT BERCHAM,Ulu Kinta,4,True,1
Kinta,"TMN PUSING BARU FASA 2A, 2C",Sungei Terap,28,True,1
Kinta,TMN PUSING DELIMA,Belanja (Kinta),40,True,1
Kinta,TMN PUSING DELIMA,Tronoh,26,False,2
Kinta,TMN PUSING HIJAU,Belanja (Kinta),1,True,1
Kinta,TMN PUSING INDAH,Belanja (Kinta),1,True,1
Kinta,TMN PUSING INDAH,Tronoh,1,False,2
Kinta,TMN PUSING MEWAH,Sungei Terap,5,True,1
Kinta,TMN PUSING MURNI,Sungei Terap,9,True,1
Kinta,TMN PUSING MUTIARA,Sungei Terap,3,True,1
Kinta,TMN PUSING MUTIARA BARU,Sungei Terap,2,True,1
Kinta,TMN PUSING PERMAI,Belanja (Kinta),23,True,1
Kinta,TMN PUSING PERMAI,Tronoh,8,False,2
Kinta,TMN PUSING PERMAI,Ulu Kinta,1,False,3
Kinta,TMN PUSING UTAMA,Belanja (Kinta),1,True,1
Kinta,TMN PUSING UTAMA,Tronoh,1,False,2
Kinta,TMN PUSING UTUSAN,Sungei Terap,4,True,1
Kinta,TMN PUTERI LINDUNGAN BINTANG,Ulu Kinta,18,True,1
Kinta,TMN PUTERI LINDUNGAN BULAN,Ulu Kinta,18,True,1
Kinta,TMN PUTRA HARMONI,Ulu Kinta,11,True,1
Kinta,TMN PUTRA IMPIAN,Ulu Kinta,2,True,1
Kinta,TMN PUTRA INDAH,Ulu Kinta,19,True,1
Kinta,TMN PUTRA PERMAI,Ulu Kinta,19,True,1
Kinta,TMN PUTRA PERMAI II,Ulu Kinta,8,True,1
Kinta,TMN PUTRA SENTOSA,Ulu Kinta,4,True,1
Kinta,TMN RAIA DAMAI,Sungei Raia,12,True,1
Kinta,TMN RAIA GEMILANG,Sungei Raia,17,True,1
Kinta,"TMN RAIA INDAH, KG. KEPAYANG",Sungei Raia,22,True,1
Kinta,TMN RAIA KEMASIK,Sungei Raia,4,True,1
Kinta,TMN RAJA EKRAM,Ulu Kinta,4,True,1
Kinta,TMN RAJA IZZUDDIN,Ulu Kinta,6,True,1
Kinta,TMN RAMAI,Ulu Kinta,16,True,1
Kinta,TMN RAMBUTAN,Tanjung Rambutan,4,True,1
Kinta,TMN RAPAT,Ulu Kinta,9,True,1
Kinta,TMN RAPAT AMAN,Ulu Kinta,3,True,1
Kinta,TMN RAPAT BAHAGIA,Ulu Kinta,1,True,1
Kinta,TMN RAPAT BISTARI,Ulu Kinta,4,True,1
Kinta,TMN RAPAT DAMAI,Ulu Kinta,3,True,1
Kinta,TMN RAPAT INDAH,Ulu Kinta,13,True,1
Kinta,TMN RAPAT JAYA (TMN LAPANGAN JAYA),Ulu Kinta,10,True,1
Kinta,TMN RAPAT MURNI,Ulu Kinta,1,True,1
Kinta,TMN RAPAT PERDANA,Ulu Kinta,9,True,1
Kinta,TMN RAPAT PERMAI,Ulu Kinta,51,True,1
Kinta,TMN RAPAT SETIA BARU,Ulu Kinta,21,True,1
Kinta,"TMN RASA SAYANG, IPOH",Ulu Kinta,14,True,1
Kinta,TMN RASI AMPANG,Ulu Kinta,2,True,1
Kinta,TMN RASI CHEMOR,Ulu Kinta,3,True,1
Kinta,TMN RASI JAYA,Ulu Kinta,30,True,1
Kinta,"TMN RASI, MENGLEMBU",Ulu Kinta,8,True,1
Kinta,TMN RESTU JAYA,Ulu Kinta,4,True,1
Kinta,TMN RIA,Ulu Kinta,13,True,1
Kinta,TMN RIA PUSING,Belanja (Kinta),1,True,1
Kinta,TMN RIANG,Ulu Kinta,1,True,1
Kinta,TMN RIMA GAMELAN,Ulu Kinta,19,True,1
Kinta,TMN RIMBA TAMBUN,Ulu Kinta,2,True,1
Kinta,TMN RISHAH,Ulu Kinta,43,True,1
Kinta,TMN RISMA,Ulu Kinta,2,True,1
Kinta,"TMN ROS, IPOH",Ulu Kinta,3,True,1
Kinta,TMN ROSE,Ipoh Selatan,4,True,1
Kinta,TMN RUKUN,Batu Gajah,1,True,1
Kinta,TMN SAGA,Ulu Kinta,10,True,1
Kinta,TMN SAIKAT,Ulu Kinta,25,True,1
Kinta,TMN SAKURA,Sungei Terap,1,True,1
Kinta,TMN SAUJANA,Sungei Terap,1,True,1
Kinta,TMN SAUJANA,Ulu Kinta,1,False,2
Kinta,TMN SAUJANA VILLA ( PUSING CENDERAWASIH),Sungei Terap,1,True,1
Kinta,"TMN SAUJANA, BT GAJAH",Sungei Terap,7,True,1
Kinta,TMN SAVANA RESIDENCY @ TASEK.,Ulu Kinta,3,True,1
Kinta,TMN SAYANG BARU,Batu Gajah,1,True,1
Kinta,TMN SAZ,Ulu Kinta,5,True,1
Kinta,TMN SEMARAK,Ulu Kinta,2,True,1
Kinta,TMN SENGAT BARU,Sungei Raia,2,True,1
Kinta,TMN SENTOSA,Ulu Kinta,4,True,1
Kinta,TMN SEPAKAT,Ulu Kinta,11,True,1
Kinta,TMN SEPUTEH MAS,Tronoh,2,True,1
Kinta,TMN SERI AMPANG,Ulu Kinta,29,True,1
Kinta,TMN SERI BERCHAM,Ulu Kinta,16,True,1
Kinta,TMN SERI BERJAYA,Ulu Kinta,19,True,1
Kinta,TMN SERI GAJAH,Batu Gajah,1,True,1
Kinta,TMN SERI GAYA,Ulu Kinta,10,True,1
Kinta,TMN SERI MEGAH,Ulu Kinta,8,True,1
Kinta,TMN SERI PERKASA,Ulu Kinta,22,True,1
Kinta,TMN SERI RAIA,Sungei Raia,25,True,1
Kinta,TMN SERI RAIA SAUJANA II,Sungei Raia,5,True,1
Kinta,TMN SERI RAPAT,Ulu Kinta,33,True,1
Kinta,TMN SERI SAYANG,Ulu Kinta,13,True,1
Kinta,TMN SERI TEMIANG,Ulu Kinta,3,True,1
Kinta,TMN SETIA BATU GAJAH,Sungei Terap,9,True,1
Kinta,TMN SETIA BATU GAJAH,Batu Gajah,2,False,2
Kinta,TMN SETIA JAYA BARU,Sungei Terap,4,True,1
Kinta,TMN SHATIN,Ulu Kinta,26,True,1
Kinta,TMN SHATIN BARU,Ulu Kinta,23,True,1
Kinta,TMN SILIBIN,Ulu Kinta,48,True,1
Kinta,TMN SILIBIN MEWAH,Ulu Kinta,1,True,1
Kinta,TMN SILIBIN RIA,Ulu Kinta,38,True,1
Kinta,TMN SILIBIN SAUJANA (HILLVIEW RESIDENCE),Ulu Kinta,1,True,1
Kinta,TMN SIN LOK,Ipoh Utara,6,True,1
Kinta,TMN SINAR CHEMOR,Chemor,5,True,1
Kinta,TMN SINFAR,Ulu Kinta,33,True,1
Kinta,TMN SIPUTEH PANCARAN,Tronoh,5,True,1
Kinta,TMN SIPUTEH PANCARAN,Belanja (Kinta),4,False,2
Kinta,TMN SIPUTIH PERMAI,Tronoh,4,True,1
Kinta,TMN SIPUTIH PERMAI,Belanja (Kinta),1,False,2
Kinta,TMN SONG CHOON,Ulu Kinta,58,True,1
Kinta,TMN SPPK,Ulu Kinta,41,True,1
Kinta,TMN SRI BEMBAN,Sungei Terap,10,True,1
Kinta,TMN SRI CAHAYA,Sungei Terap,12,True,1
Kinta,TMN SRI DERMAWAN,Ulu Kinta,34,True,1
Kinta,TMN SRI DESA,Ulu Kinta,11,True,1
Kinta,TMN SRI DESA,Ipoh Utara,1,False,2
Kinta,TMN SRI DESA (IPOH),Ipoh Utara,14,True,1
Kinta,TMN SRI DESA (IPOH),Ulu Kinta,2,False,2
Kinta,TMN SRI DESA TRONOH / RPT MUHIBAH TRONOH,Tronoh,8,True,1
Kinta,TMN SRI DESA TRONOH / RPT MUHIBAH TRONOH,Belanja (Kinta),3,False,2
Kinta,TMN SRI INTAN,Ulu Kinta,12,True,1
Kinta,TMN SRI JAYA,Ulu Kinta,4,True,1
Kinta,TMN SRI JAYA (BT GAJAH),Sungei Terap,1,True,1
Kinta,TMN SRI KANTHAN,Ulu Kinta,2,True,1
Kinta,TMN SRI KURAU,Ulu Kinta,17,True,1
Kinta,TMN SRI MANONG(TAMBUN EMAS),Ulu Kinta,3,True,1
Kinta,TMN SRI MERU,Ulu Kinta,6,True,1
Kinta,TMN SRI PENGKALAN,Ulu Kinta,6,True,1
Kinta,TMN SRI PENGKALAN BARAT MEWAH,Ulu Kinta,13,True,1
Kinta,"TMN SRI PERKASA BARU, IPOH",Ulu Kinta,2,True,1
Kinta,TMN SRI PUSING,Belanja (Kinta),1,True,1
Kinta,TMN SRI RAPAT,Ulu Kinta,8,True,1
Kinta,TMN SRI ROKAM,Ulu Kinta,7,True,1
Kinta,TMN SRI SIMEE(MIRINDY),Ulu Kinta,19,True,1
Kinta,TMN SRI TAHAN,Ulu Kinta,4,True,1
Kinta,TMN SRI TAMBUN,Ulu Kinta,10,True,1
Kinta,TMN SRI TANJUNG,Ulu Kinta,8,True,1
Kinta,TMN SRI TASEK,Ulu Kinta,4,True,1
Kinta,TMN SRI WANGSA,Sungei Terap,15,True,1
Kinta,"TMN SRI WANGSA II, BATU GAJAH",Sungei Terap,23,True,1
Kinta,TMN SRI WANI,Ulu Kinta,2,True,1
Kinta,TMN SSI KINDING,Ulu Kinta,21,True,1
Kinta,"TMN STRAIT ECO, KPG KEPAYANG",Sungei Raia,1,True,1
Kinta,TMN SUNGEI KINTA,Ulu Kinta,1,True,1
Kinta,TMN SUNLIGHT,Ulu Kinta,4,True,1
Kinta,TMN SUNRISE,Ulu Kinta,5,True,1
Kinta,TMN SURIA (SUN LAND RESIDENCE),Ipoh Utara,53,True,1
Kinta,TMN SURIA JAYA,Ulu Kinta,2,True,1
Kinta,TMN SURIA(KLEDANG SURIA),Ulu Kinta,16,True,1
Kinta,TMN SYABAS,Ulu Kinta,8,True,1
Kinta,TMN SYABAS BARU,Ulu Kinta,2,True,1
Kinta,TMN SYUKUR,Ulu Kinta,22,True,1
Kinta,TMN TAI LEE,Ulu Kinta,1,True,1
Kinta,TMN TAIPING,Ipoh Selatan,5,True,1
Kinta,TMN TAMBUN,Ulu Kinta,20,True,1
Kinta,TMN TAMBUN BARU,Tambun,3,True,1
Kinta,TMN TAMBUN BARU FLET,Tambun,11,True,1
Kinta,TMN TAMBUN HEIGHTS,Ulu Kinta,1,True,1
Kinta,TMN TAMBUN JAYA,Ulu Kinta,2,True,1
Kinta,TMN TAMBUN PERMAI,Ulu Kinta,4,True,1
Kinta,TMN TANJUNG 2 CITIES,Ulu Kinta,16,True,1
Kinta,"TMN TANJUNG BAKTI, TG RAMBUTAN",Ulu Kinta,19,True,1
Kinta,TMN TANJUNG DAMAI,Ulu Kinta,1,True,1
Kinta,TMN TANJUNG EMAS,Ulu Kinta,3,True,1
Kinta,TMN TANJUNG INTAN,Tanjung Rambutan,1,True,1
Kinta,TMN TANJUNG MEWAH,Ulu Kinta,2,True,1
Kinta,TMN TANJUNG MUTIARA,Ulu Kinta,2,True,1
Kinta,TMN TANJUNG PERDANA,Ulu Kinta,8,True,1
Kinta,"TMN TANJUNG SENTOSA ,TJG RAMBUTAN",Ulu Kinta,5,True,1
Kinta,TMN TANJUNG UTARA,Ulu Kinta,49,True,1
Kinta,TMN TASEK,Ulu Kinta,1,True,1
Kinta,TMN TASEK BARU,Ulu Kinta,11,True,1
Kinta,TMN TASEK BERLIAN,Ulu Kinta,5,True,1
Kinta,TMN TASEK DAMAI,Ulu Kinta,17,True,1
Kinta,TMN TASEK INDRA,Ulu Kinta,19,True,1
Kinta,TMN TASEK JAYA,Ulu Kinta,8,True,1
Kinta,TMN TASEK JAYA BARU,Ulu Kinta,3,True,1
Kinta,TMN TASEK LAMA,Ulu Kinta,14,True,1
Kinta,TMN TASEK MANIKAVASAGAM,Ulu Kinta,2,True,1
Kinta,TMN TASEK MEWAH,Ulu Kinta,14,True,1
Kinta,TMN TASEK MUTIARA,Ulu Kinta,22,True,1
Kinta,TMN TASEK PERDANA / IDAMAN,Sungei Terap,5,True,1
Kinta,TMN TASEK PUTRA,Belanja (Kinta),20,True,1
Kinta,TMN TASEK PUTRA,Tronoh,8,False,2
Kinta,TMN TASIK AMAN,Ulu Kinta,1,True,1
Kinta,TMN TAUFIK,Ulu Kinta,10,True,1
Kinta,TMN TAWAS GEMILANG,Ipoh Utara,11,True,1
Kinta,TMN TAWAS IDAMAN,Ulu Kinta,15,True,1
Kinta,TMN TAWAS INDAH,Ulu Kinta,5,True,1
Kinta,TMN TAWAS JAYA,Ulu Kinta,3,True,1
Kinta,TMN TAWAS MEWAH,Ulu Kinta,25,True,1
Kinta,TMN TAWAS MUTIARA,Ulu Kinta,6,True,1
Kinta,TMN TAWAS PERMAI,Ulu Kinta,11,True,1
Kinta,TMN TEH TENG SENG,Ulu Kinta,3,True,1
Kinta,TMN TEJA,Tanjung Tualang,13,True,1
Kinta,TMN TEMARA,Ulu Kinta,17,True,1
Kinta,TMN TIEN SHIN,Sungei Terap,2,True,1
Kinta,TMN TIMAH,Ulu Kinta,6,True,1
Kinta,TMN TIMAH JAYA,Tanjung Tualang,4,True,1
Kinta,TMN TINGGI,Ulu Kinta,6,True,1
Kinta,TMN TRONOH AKASIA,Belanja (Kinta),52,True,1
Kinta,TMN TRONOH AKASIA,Tronoh,2,False,2
Kinta,TMN TRONOH AWANA,Belanja (Kinta),5,True,1
Kinta,TMN TRONOH AWANA,Tronoh,1,False,2
Kinta,TMN TRONOH HIJAU,Belanja (Kinta),9,True,1
Kinta,TMN TRONOH HIJAU,Tronoh,2,False,2
Kinta,TMN TRONOH IMPIAN,Belanja (Kinta),2,True,1
Kinta,TMN TRONOH IMPIAN,Tronoh,2,False,2
Kinta,TMN TRONOH JAYA (RPT NALLA),Belanja (Kinta),9,True,1
Kinta,TMN TRONOH JAYA (RPT NALLA),Tronoh,7,False,2
Kinta,TMN TRONOH MEWAH,Belanja (Kinta),3,True,1
Kinta,TMN TRONOH PUTRA,Belanja (Kinta),11,True,1
Kinta,TMN TRONOH PUTRA,Tronoh,1,False,2
Kinta,TMN TRONOH RASI,Belanja (Kinta),6,True,1
Kinta,TMN TRONOH RASI,Tronoh,2,False,2
Kinta,TMN TRONOH TIMAH,Belanja (Kinta),2,True,1
Kinta,TMN TRONOH TIMAH,Tronoh,1,False,2
Kinta,TMN TRONOH TIMAH 2,Belanja (Kinta),6,True,1
Kinta,TMN TRONOH TIMAH 2,Tronoh,1,False,2
Kinta,TMN TRONOH TROPICANA,Belanja (Kinta),8,True,1
Kinta,TMN TRONOH UNIVERSITI,Belanja (Kinta),22,True,1
Kinta,TMN TRONOH UNIVERSITI,Tronoh,8,False,2
Kinta,TMN TUALANG FASA I,Tanjung Tualang,1,True,1
Kinta,TMN TUALANG FASA II,Tanjung Tualang,5,True,1
Kinta,TMN TUNAS JAYA,Ulu Kinta,5,True,1
Kinta,TMN UK RAYA,Ulu Kinta,9,True,1
Kinta,TMN UTAMA,Ulu Kinta,26,True,1
Kinta,TMN VICTORIA,Ipoh Selatan,10,True,1
Kinta,TMN VICTORIA,Ulu Kinta,1,False,2
Kinta,TMN VILLA,Ulu Kinta,2,True,1
Kinta,TMN VILLA PERPADUAN,Ulu Kinta,10,True,1
Kinta,TMN VILLA SANCTUARY,Sungei Terap,7,True,1
Kinta,TMN WAH KEONG,Ulu Kinta,37,True,1
Kinta,TMN WANG,Ulu Kinta,25,True,1
Kinta,TMN WANGI,Ipoh Utara,4,True,1
Kinta,"TMN WAWASAN, TRONOH",Tronoh,1,True,1
Kinta,TMN WESTPOOL,Ulu Kinta,3,True,1
Kinta,TMN WING ONN,Ipoh Utara,17,True,1
Kinta,TMN WOLLY,Ipoh Selatan,4,True,1
Kinta,TMN YIK SANG (PASIR PUTEH),Ulu Kinta,10,True,1
Kinta,TMN YOKE KIN,Batu Gajah,2,True,1
Kinta,TMN YUK KWAN,Sungei Terap,2,True,1
Kinta,TOWER REGENCY,Ipoh Utara,1,True,1
Kinta,TREETOPS RESIDENCY,Ulu Kinta,15,True,1
Kinta,TRONOH,Belanja (Kinta),1,True,1
Kinta,UNI PARKLAND @ TAMAN TRONOH BOTANI,Belanja (Kinta),46,True,1
Kinta,UNI PARKLAND @ TAMAN TRONOH BOTANI,Tronoh,1,False,2
Kinta,UPLANDS 3 @ BANDAR BARU TAMBUN,Ulu Kinta,1,True,1
Kinta,UPPER EAST  @ TIGER LANE (PL: 14897S),Ipoh Selatan,31,True,1
Kinta,UPPER EAST  @ TIGER LANE (PL: 14897S),Ulu Kinta,1,False,2
Kinta,UPPER EAST CONDO@KELAB GOLF(PL14879S),Ipoh Selatan,5,True,1
Kinta,VILLA D'POLO,Ipoh Selatan,10,True,1
Kinta,"VILLA IDAMAN TANAH HITAM, CHEMOR",Ulu Kinta,38,True,1
Kinta,VISTA IXORA,Ulu Kinta,25,True,1
Kinta,WATERVILLA 28,Ulu Kinta,3,True,1
Kinta,WATERVILLA 28,Lahat,1,False,2
Kinta,WENG LOK FLAT,Ipoh Selatan,6,True,1
Kinta,YAYASANPALMREGENCY(PUNCAK JELAPANG BAYU),Ulu Kinta,4,True,1
Klang,(P/L 2256) TMN MERU MAS/TMN MERU AMAN,Kapar,1,True,1
Klang,(P/L 4346)TMN TOK MUDA,Kapar,1,True,1
Klang,100 D KG. LOMBONG,Kelang,7,True,1
Klang,ABLELINK SQUARE,Kelang,72,True,1
Klang,"AKASIA APARTMENT, SEKSYEN 32",Kelang,9,True,1
Klang,ALAM IMPIAN,Kelang,696,True,1
Klang,ALORA MEDITERRANEAN APARTMENT,Bandar Shah Alam,6,True,1
Klang,"ALORA MEDITERRANEAN APARTMENT, SRI MUDA",Bandar Shah Alam,14,True,1
Klang,"AMAZING HEIGHTS APARTMENT, SG UDANG",Kelang,22,True,1
Klang,"AMAZING HEIGHTS APARTMENT, SG. UDANG",Kelang,28,True,1
Klang,AMBANG BOTANIC,Kelang,165,True,1
Klang,AMBANG BOTANIC,Bandar Kelang,12,False,2
Klang,AMVERTON GREENS @ BUKIT RIMAU,Kelang,56,True,1
Klang,"AMVERTON GREENS, BUKIT RIMAU",Kelang,31,True,1
Klang,AMVERTON PARK,Kelang,4,True,1
Klang,ANDORRA APARTMENT,Bandar Shah Alam,7,True,1
Klang,"ANDORRA APARTMENT, SRI MUDA",Bandar Shah Alam,6,True,1
Klang,APARTMENT RANTAU PANJANG,Kapar,2,True,1
Klang,APARTMENT SERI PELANGI,Bandar Kelang,7,True,1
Klang,"APARTMENT SRI BAYU, BDR ARMADA PUTRA",Kelang,23,True,1
Klang,"APARTMENT TROPIKA, BDR BUKIT TINGGI",Pekan Pendamaran,34,True,1
Klang,"APT SRI BAYU@CASUARINA, BDR ARMADA PUTRA",Kelang,37,True,1
Klang,ARMANNA KONDOMINIUM PRIMA INDAH,Kelang,8,True,1
Klang,ASTERIA APARTMENT @ BANDAR PARKLAND,Kelang,4,True,1
Klang,BANDAR PUTERA 2,Kelang,94,True,1
Klang,BATU BELAH,Kapar,1,True,1
Klang,"BAYU VILLA APARTMENT, BAYU PERDANA",Bandar Kelang,60,True,1
Klang,"BAYU VILLA APARTMENT, BAYU PERDANA",Kelang,1,False,2
Klang,BBK CONDOMINIUM,Kapar,16,True,1
Klang,BDR ARMADA PUTRA,Kelang,47,True,1
